tweet_date,tweet,sentiment,
7/5/2021 17:30,ھاھاھاھاھاھاھا ,,
7/5/2021 17:30,ھاھاھاھاھاھاھا  ,,
7/5/2021 17:30,اھي تنھنجا ٽھڪ ,,
7/5/2021 17:30,ھاھا  ,,
7/5/2021 17:30,وڻيو  ,,
7/5/2021 17:15,ھائو ھائو ,,
7/5/2021 17:14,ظلم آ ,,
7/5/2021 17:14,ھاھاھاھاھاھاھا  ,,
7/5/2021 17:14,سچي  ,,
7/5/2021 17:13,ڇا ٿيو  ,,
7/5/2021 17:12,ھاھھاا پوءِ اھا لائين ڪيئن ياد آئي مھرباني واري ,,
7/5/2021 17:12,نہ نہ  ,,
7/5/2021 17:10,ھاھا ڪوڙ نہ ھڻ  ,,
7/5/2021 17:02,ھڪ ھمراھ شراب جي بوتل خالي ڪرڻ کان پوءِ وڃي ستين آسمان کان بہ اڳتي ملائڪن کيس روڪي چيائين شڪل مان بشني پ… ,,
7/5/2021 16:54,ڪم گھڻو آ ,,
7/5/2021 14:03,وڏي مارڪيٽ آ نفسياتين جي انھن تي پيپر بہ لکجي چڪا اسان کي خبر ئي ناھي. ,,
7/5/2021 14:01,اڳي ماڻھو چريا ٿيندا ھئا تہ مائٽ اسپتال موڪليندا ھاڻي جنھن جو دماغ ڦري چونس ٿا وڃي ٽوئيٽر ھلا  ,,
7/5/2021 13:59,نفسياتين تي ھاڻي پيپر بہ لکبا ڇا  ,,
7/5/2021 13:52,ضيا ڇا پ پ م شامل ٿيو. چيس ڀٽو جي ڦاسي غلطي ھئي؟ ,,
7/5/2021 12:55,ھا جڏھن ڪو اھڙو ڊيمج ڪري ڪو سنڌ ورھائي معافي وٺي تہ قبول نه ھوندو پر ڪنھن مٺائي ورھائي تہ ان… ,,
7/5/2021 12:53,ڪارنر وارا سڀ پلاٽ اسان جا ,,
7/5/2021 12:53,پوءِ جي ايم سيد لاءِ ڇا چوندو جنھن پاڪستان ٺھرايو ,,
7/5/2021 12:49,ھاھاھاھاھاھاھا  ,,
7/5/2021 12:49,توکي بہ فلسفي ٿيڻو ھو؟ ,,
7/5/2021 12:48,منظور تون منھنجي مخالفت ڪرين ڪجھ سال پوءِ تون منھنجو حمايتي ٿي وڃين اھا ڪاميابي چئبي نہ يا اھو چئب… ,,
7/5/2021 12:46,ھاھاھاھاھاھاھا  ,,
7/5/2021 12:25,گوشت ,,
7/5/2021 12:22,ڪافي ماڻھن جا جواب سندن چوڻ آھي کھڙي ڀٽو جي ڦاسي تي مٺايون جنھنجو ٻيو مطلب اھو ٿيو تہ ھڪ ماڻھو ننڍي… ,,
7/5/2021 10:58,جھانسزيب ترڪ ,,
7/5/2021 10:56,توکي سائين تي لکڻ گھرجي ,,
7/5/2021 10:49,ھاھاھاھاھاھاھا لڳو نہ  ,,
7/5/2021 10:42,ھاھاھاھاھاھاھا  ,,
7/5/2021 10:41,نہ. مھرباني ,,
7/5/2021 10:36,سائين ڪمال جو فلسفي ھو نہ ,,
7/5/2021 10:35,ضرور ,,
7/5/2021 10:35,اھيو بہ سٺو ,,
7/5/2021 10:35,و.ا تي ٻڌايان؟ ,,
7/5/2021 10:10,دل بہ ڪليئر ناھيس ,,
7/5/2021 10:07,الله سائين وڏي قدرت وارو پنھنجي تعريف پاڻ ڪري پيو سگھي يا وري ھر ماڻھو تي الڳ ڪتاب نازل ڪري پيو پر ھن پيغ… ,,
7/5/2021 9:59,تون فلسفو سکڻ آيو ھوئين؟ ,,
7/5/2021 9:54,جيڪا شئي تحرڪ پيدا نہ ڪري اھا فضول اوھان جي سلسلي تح… ,,
7/5/2021 9:22,فلسفا ائين ھلندا آھن ,,
7/5/2021 9:21,ھاھاھاھاھاھاھا ,,
7/5/2021 9:21,سچي؟ ,,
7/5/2021 9:21,ھاھاھاھاھاھاھا ,,
7/5/2021 9:21,ھاھا ميڊم ايڏو غور سان پڙھيو ڇا  ,,
7/5/2021 9:14,لڳو؟ ,,
7/5/2021 9:14,چمالاڪو ,,
7/4/2021 18:53,پھرین پرين دوکو ڏيندا هئا. ھاڻ رشڪو ڪرايو ڀڄيو وڃن. ,,
7/4/2021 17:57,پادرن جي باھ کان تہ ڀڳا ,,
7/4/2021 17:54,خالد مقبول نے نڪ کی پڪائي سے فرمایا وہ اپنے حصے کا پاکستان لیکر آئے تھے، بھائی لیکر آنے کی کیا ضرورت تھی، وہین یوپی… ,,
7/4/2021 17:29,پره منگي جي اسپيس  چارڻ مطابق بحريه ٽائون خلاف سنڌي قوم جو جيڪو ردِعمل اچڻو هئو اهو اچي چُڪو. ھاڻي ماڻھو ڇڏائڻ   ڇڏرائڻ جو م… ,,
7/4/2021 17:25,نائيس ,,
7/4/2021 17:21,”پرشوٽ آف هيپينيس“ ,,
7/4/2021 17:01,ھڪ فلسفي بادشاھ جي دربار  پيش ٿيو دير تائين مختلف مسئلن تي بادشاھ کي ليڪچر ڏيندو رھيو بادشاھ نوڪرن کي اشارو ڪيو تہ… ,,
7/4/2021 11:47,عالمن جا ابا تون بہ اھڙا غلطان ڪندين تہ اسان جو ڇا ٿيندو.  ,,
7/4/2021 10:22,جنھن کي ٽوئيٽ لکڻ نه اچي اھو تعريف ڇا ڪندو  ,,
7/4/2021 8:24,ھي آھي ڪامران جمالي جيڪو بکر جماليءَ مان اُسري اڄ سنڌ  ڪميوٽيشنل پروگرامنگ  ھڪ خاموش ايرڪ شمڊٿ آھي. ,,
7/4/2021 8:24,مان نالو رکانس جيڪڏھن آزاد اوطاقي تہ ڪو وڌاءُ نہ ٿيندو. ماٿيلي جو اسد جنھن جو دليل ڏيڻ مھل آُواز ڳنڀير ٿي وڃي، سھڻين ا… ,,
7/4/2021 8:07,میڈیا چینلز کو اپیل ہے بڑے شہروں سے باہر نکلیں اور دوسرے شہروں پر بھی نظر رکھیں، قاتل کمپنی اینگرو کے ظلم کے خلاف کئی… ,,
7/4/2021 8:04,چريائپ ,,
7/3/2021 19:48,پنھنجي يارن لاءِ ابن بطوطہ جيان جهنگ جهر پھچي سندن سار لھندڙ ڇا تہ ڪمال جو انسان ھي ڀائو رياض اڄڻ آھي. سماج تي عقابي ا… ,,
7/3/2021 19:48,سنڌ جي ڏاھي ڇوڪري پنھنجي اندر  مادام ڪيوريءَ جيان خفتي، مشاھدن جي اڃاري، سنڌ جي ادب، تاريخ  آئيندي لاءِ سدائين…  ,,
7/3/2021 18:28,اھو اصول ڪافي ماڻھن تي لاڳو ٿي پيو ,,
7/3/2021 16:44,نفسياتي ,,
7/3/2021 12:34,سائين امر ڪجھ محترم دوستن لاءِ ڪجھ سٽون مونکي خيال آيو ڇو نہ انھن جا انگ اکر گڏ  نتيجو پيش آھي. ,,
7/3/2021 11:34,ھاھاھاھا  لڳو لڳو ,,
7/3/2021 11:27,گھڻ کي مائٽ ٽوئيٽر تي بہ موڪلي ڇڏيندا آھن  ,,
7/3/2021 11:26,ھاھاھاھاھاھاھا  ,,
7/3/2021 11:23,سچي ,,
7/3/2021 10:58,اھيو بہ درد وڏو آ  ,,
7/3/2021 10:57,اوھان جي ٽوئيٽ  وڏو درد آ، ڪجھ آٿت ملندس ,,
7/3/2021 10:52,ھا ,,
7/3/2021 10:50,ائين ڪا دل جاءِ ڏيوس ويچارو بيمار آ نفسياتين وانگر ,,
7/3/2021 10:15,ٽوئيٽ، سب ٽوئيٽ کان پوءِ حاضر آھي تيلي اھڙي قسم جي ٽوئيٽ جنھن کي پڙھڻ سان اڳين جا جيرا جگر سڙيو اسان وٽ… ,,
7/3/2021 10:13,ھاھاھاھاھاھاھا ,,
7/3/2021 10:10,بجلي اچڻ تي خيرات ڪن ڇا  ,,
7/3/2021 10:09,ھاھاھاھاھاھاھا  ,,
7/3/2021 10:03,ھن ڪڏھن نہ مڃيو تہ ھي ڪو نفسياتي آھي ,,
7/3/2021 9:31,پيارو خالد ڪوري، جڏھن ٽويٽر تي سنڌ لفظ ڄڻ اڃا ترجمو پيو ٿئي تڏھن ھي مڻش ھتي ھاسٽل تي پھريون پھچندڙ جيان سڀني کي سڏيندو… ,,
7/3/2021 9:26,اوھان نبي واري ڳالھ اسڪيپ ڪري ويو  وري ضياء تي، ائين ناھي ڳالھائبو ,,
7/3/2021 9:14,حجاج بن يوسف ننڍڙي ڳالھ ڇا پيغمبر تي ڪچرو اڇليندڙ جي بيماري تي نبي ان جي عيادت… ,,
7/3/2021 9:01,اڙي اڙي ڪاوڙ لڳي ڇا  ,,
7/3/2021 8:43,مان اڳ ئي چيو تہ ڪيريو بہ نفسياتي آ. ,,
7/3/2021 8:32,اوھان جي راءِ جو پر آئون سياست  ڪنھن بہ قسم جي انتھاپسندي جو قائل ,,
7/3/2021 4:00,اسان کي پ پ سان ايتري محبت آھي جيتري انھن کي سنڌ سان. ,,
7/2/2021 21:00,ھائي ڪيئن آھين ,,
7/2/2021 19:50,محبت جي ميدان  چريائپ جائز آهي جتي دليل هجن نظرياتي جهڙو هجي يا وري ڪنهن جنگ جي تياري  هجو اتي ڏاهپ، عقل  فهم جو هجڻ لا… ,,
7/2/2021 19:44,بلڪل پر ايترو ھجي جو ماڻھو کي سڀاڻ پنھنجي ڳالھين تي شرمندگي نہ ٿي ,,
7/2/2021 19:43,اسان جا مئسلا سياسي آھن يا ذاتي؟ ان تي تنقيد بہ سياسي ڪبي ي ,,
7/2/2021 19:42,اھيو دليل نہ ادا الزام ٿي ويو ,,
7/2/2021 18:16,ھاھاھاھاھاھاھا ,,
7/2/2021 18:16,خليق آ ,,
7/2/2021 18:16,سو تنقيد ڪبي ان ڳالھ تي ,,
7/2/2021 18:15,بابا غلط آ ,,
7/2/2021 18:15,ھاھاھاھاھاھاھا  ,,
7/2/2021 18:14,اڇا ,,
7/2/2021 18:14,بس  ,,
7/2/2021 18:13,پر ھي ڇھ سو سال پراڻي جنگ ناھي  ,,
7/2/2021 17:54, مھرباني ڀاءُ ,,
7/2/2021 17:51,سر وڏي مھرباني ,,
7/2/2021 17:50,جيئن سقراط چيو تہ زندگي تنقيد کان سواءِ اجائي آ، ائين مان وري ھن يار کي ڏسي چيم، ھي سقراط جيان منطقي لڳو. چارڻ، ٿڌي سي…  ,,
7/2/2021 17:13,ڪي قيد بيحد خوبصورت ھوندا آھن ان کان نڪرڻ تباھي روح چيو ھو نہ تہ مان انسان  نہ ويند… ,,
7/2/2021 17:09,ٿو پاڻ قبوليان پابندي ,,
7/2/2021 17:08,معني گدو  داخل سڀ مستقبل جا ايلن ماسڪ، اسٽيوو جابس،  نوم چومسڪي آھن  ماڻھو بيمار ھجي ان کي ڊاڪٽر جو… ,,
7/2/2021 17:05,نوڪري جو آسرو ڪندين تہ گاڏي ٽنڊو الهيار نڪري ويندي ,,
7/2/2021 16:34,مھرباني سر  ,,
7/2/2021 16:29,جڏھن ڀٽو خلاف پروپيگنڊا عروج تي ھئي  مشھور ڪيو ويو تہ ڀٽي جو طھر ناھي تڏھن سيد ڀٽي جو وڏي  وڏو مخالف ھوندي ص… ,,
7/2/2021 16:11,چھوٹی چھوٹی خوشیاں ,,
7/2/2021 16:08,پر ايترو بہ نہ ھجي نہ جو برگر ڏسي پگھرڻ لڳي  ,,
7/2/2021 15:59,ڪمزور آ دل ,,
7/2/2021 15:11,سعيد صاحب پنھنجو مٽ پاڻ ,,
7/2/2021 15:10,اڪير رھيل آھي ھن يار يعني سائين سعيد سانگريءَ سان ڪچھريءَ جي. ھي بہ سنڌ جي عاشقن واري ميوزيئم  سانڍڻ جھڙو ماڻھو آھي.… ,,
7/2/2021 14:19,ڏاڍا ننڍڙا ماڻھو آھن، ھنن اصل خبر ناھي تہ سياست ڇا آھي  اختلاف ڪيئن رکبو بس لعنت جو وسڪارو ,,
7/2/2021 14:05,اميد اھڙي دعا پنھنجي امان بابا لاءِ بہ گھرندا ھوندا اوھان. ,,
7/2/2021 13:55,معذرت پر اھا مھذب انسانن واري سوچ ناھي ,,
7/2/2021 13:51,سائين اوھان اوھان کي بيماري جي خبر ناھي ,,
7/2/2021 13:39,جڏھن ڪلثوم نواز موت تي بستري تي ھئي تہ پي ٽي آئي جا ٽرول ٺٺوليون ڪندا اڄ اھو ڪم اسان جي سنڌين شروع ڪيو خب… ,,
7/2/2021 13:30,ھتي کڻي ماڪوڙو ھجي يا ڊائنوسار، پر سچ اھو آھي سنڌي ٻوليءَ کي ڊجيٽائيز ڪرڻ وارن ديماڪن  ھٿن  سجاد جو ذڪر نہ ڪبو تہ ما… ,,
7/2/2021 12:47,خوبصورت ,,
7/2/2021 12:02,سر ماني کارايون يا چانھ پياري ھٿ ڪڍين  ,,
7/2/2021 11:58,اھي جسم جن تي سگريٽ وساڻا ,,
7/2/2021 11:54,سيم جي محنت  سچ تہ ھي پتڪڙا ڏاڍا ڪريٽو ٿي ويا آھن. ,,
7/1/2021 18:23,سر ڇوڪرا زور آھن  ,,
7/1/2021 12:48,جڏهن ڪرڪٽ شوق سان ڏسبي هئي  ,,
7/1/2021 12:01,اٽينشن سيڪر نه ٿيو ريسپيڪٽ گينر ٿيو اٽينشن ته ڪتن کي به ملندي آ.. ,,
7/1/2021 11:58,ھاھا ڀلو ٿو ڪرين ,,
7/1/2021 11:56,ھاھا ھائو ,,
7/1/2021 11:53,آپريشن لفظ جنس جي لحاظ کان مونث آھي، پر اڄ ڪلھ ان کي مذڪر طور استعمال ڪيو ويندو جيئن آپريشن ٿيندو يا… ,,
7/1/2021 11:40,اسان جي پنھنجي چيچس چٻي آ ,,
7/1/2021 11:35,ڪھڙو مان لنڊي مان ڪپڙا وٺي ٿو ڏيانس ,,
7/1/2021 9:09,مڙئي ڀوڳ چرچا ,,
7/1/2021 8:15,پر وري بہ اھو اڪثريت راءِ جو فيصلو لازمي ناھي تہ اھو فيصلو درست ,,
7/1/2021 8:13,ٿيا مذهب ماٺ  سارا ,,
6/30/2021 18:12,اسان وٽ جمھوريت کي ڄڻ پوڄيو ويندو آھي، ان کي انصاف ڀريو نظام ڪوٺيو ويندو پر حقيقت  جمھوريت اڪثريت جو فيصلو ھو… ,,
6/30/2021 17:44,پراڻي نفسياتڻ آھين ,,
6/30/2021 17:30,اسان جي دوست جو چاچو رت جي ڪينسر کي منھن ڏئي رهيو آهي. کيس رت جي سخت ضرورت آهي. دوستن کي رت جي عطيي لاءِ التجا ڪجي ٿي. ,,
6/30/2021 16:19,مونکي نفسياتي چون ٿا تون اسان وانگر ناھين  ,,
6/30/2021 14:59,پليجي جا ان جي فٽ نوٽ تي لکيل ھو ,,
6/30/2021 14:54,پھرين واري پڙھيو ,,
6/30/2021 14:53,سائين زين شاھ جي تصوير نہ ھجي ھا تہ اوھان بہ شايد لکو آ تہ اھا غلامي آھي ,,
6/30/2021 14:52,"ھُن مونکي ٻڌايو ھو تہ ""آئون ھُن جو پھريون پيار ھُن جي سمورن خامين  چريائين باوجود مون ھُن کي ڇڏڻ نہ پي چاھ… ",,
6/30/2021 14:46,وچ  قوم پرست ڪٿان آيا آھن، ھر نفسياتي قومپرست ٿوري ھوندو آ   ,,
6/30/2021 12:15,ھائو چريو دشمن فائدي وارو ھوندو آ ,,
6/30/2021 12:14,ڪم گھڻو آ ,,
6/30/2021 12:14,فرض ڪيو تہ رياض صاحب پ پ جو ڇا ان کان تجزئي، رائي ڏيڻ جو حق کسي وٺبو؟ ,,
6/30/2021 12:13,جيڪڏھن نيتن کي ھڪ پاسي رکي سوچجي تہ عمل ساڳيو ئي آھي ,,
6/30/2021 10:01,نام بڙا ديھ ويران ,,
6/30/2021 9:59,متفق ,,
6/30/2021 9:59,هر ڳالھ، هر بحث جو بهتر جواب ٿي سگهي ٿو پر گار جو جواب ڇا ٿو ٿي سگهي؟  مليل گار کان وڌيڪ غليظ گار. ان ڪري هڪ مناسب ماڻهونءَ لا… ,,
6/30/2021 9:57,بلڪل ,,
6/30/2021 9:56,ھي سچ آ؟  ,,
6/30/2021 9:25,دشمن کان غلطي ڪرائڻ جنگ  وڏي فتح سمجھي ويندي آھي. ,,
6/30/2021 9:04,ٿورو خيال  ,,
6/30/2021 8:50,ليڊرشپ ميٽرس نه  ,,
6/30/2021 8:44,ڀٽو ڀٽو بابا ,,
6/30/2021 8:40,سچي سچي ,,
6/30/2021 8:40,ٻڌا ڀٽي جو ذڪر ڇو ناھي؟ ,,
6/30/2021 8:35,تون ٻڌا.  ,,
6/30/2021 8:34,مان بہ مزاق  چيو  ,,
6/30/2021 8:29,جي جي ڪر مزاق  لک ,,
6/30/2021 8:17,نہ بابا ضرور ڳالھائڻ گھرجي ,,
6/30/2021 8:14,ھائو منھنجو بہ اھو موقف آ، بس يادگيري لاءِ ٻڌايو ,,
6/30/2021 8:13,معني سڀاڻي ڪير ڪرپشن ڪري دليل طور زرداري کي پيش ڪندا  ,,
6/30/2021 8:04,ان  غلط نہ چيو، نفسياتي زرداري جي مخالفت ڪندا اھن پر ان ڳالھ کي دليل طور پيش ڪن تہ کل ايندي نہ  ,,
6/30/2021 8:00,ھاھا ڪر ڪر ڦاٽ ,,
6/30/2021 7:59,سائين پ پ جي ھر شئي خراب پر جوگر پائڻ دليل طور ڏسو وري بہ زرداري خاندان ڪم آين  ,,
6/30/2021 7:54,شل نہ ماڻھو نفسياتي ٿي، پوءِ خبر ناھيس پوندي تہ منھنجو اڳواڻ ڪھڙو آ  ڪنھن کي فالوو ڪجي. ,,
6/29/2021 19:56,سائين زين شاھ جي تصوير بعد ھاڻي تنقيد بہ نٿا ڪري سگھون.  ,,
6/29/2021 6:48,اھيو ڪيريو بہ نفسياتي آ  ,,
6/28/2021 20:06,لڳي نہ پيو ائين ئي آھي ,,
6/28/2021 20:05,ھائو پنھنجي ساڳي ڳالھ آ   ,,
6/28/2021 19:24,اڄ اسپيس ناھي ڇا  ,,
6/28/2021 18:50,حاتم طائي کان ڪنھن فقير ٿورو کنڊ گھريو  حاتم کنڊ جي ٻوري ان جي گھر موڪلي اھو ڏسي زال چيو تہ ھُن ٿورو کنڊ گھري… ,,
6/28/2021 18:20,متفق  ,,
6/28/2021 17:30,ڪلھ جڏھن مون ويٺي توسان ڳالھايو پي، تہ ھڪ ھمراھ غور سان مونکي ڏسي اڳتي وڌي ويو  وري واپس اچي پڇيائين، ڪنھن سان ڳال… ,,
6/28/2021 17:24,اھڙا تہ کوڙ ملي ويندا  ,,
6/28/2021 17:22,جملو بہ آھي لفظ بہ، ٽوئيٽ ئي سمجھ نہ آئي ,,
6/28/2021 17:21,آئون ڪير آھيان ,,
6/28/2021 12:53,فيڪٽس تي ڳالھا ,,
6/28/2021 12:42,يا ائين آھي تہ مذاحمتي ادب  قومي تحريڪ  ليفٽ جو حصو وڌيڪ، ان لاءِ اتي وفاقي يا ڀٽو فيڪٽر گھٽ آھي ,,
6/28/2021 12:36,اھو ھوئين ڏسجي تہ تقريبن ماڻھو ڀٽي  بنظير کي شھيد مڃين ٿا، پر انھن کي سنڌي ادب  اوتري پذيرائي ناھي مليل ,,
6/28/2021 12:19,ڪجھ ڏات ڏسو، پوءِ بات ڪيو ,,
6/28/2021 12:14,ھوئين بہ مشھور آھي تہ اسان محسن ڪش قوم آھيون ,,
6/28/2021 10:31,نقصان ٿي ويو ,,
6/28/2021 10:30,ھا اھو ئي، مون بہ ان لاءِ تہ انھن جو ذڪر گھٽ آھي ,,
6/28/2021 10:26,لکيو اٿس ,,
6/28/2021 10:26,بلڪل ذڪر ھوندو آ ,,
6/28/2021 10:18,شايد مان غلط نہ ھجان تہ اياز ئي چيو ھو ڀٽو مخدوم بلاول کان وڏو شھيد آھي. ,,
6/28/2021 10:13,ھا اھيو سبب بہ آھي ,,
6/28/2021 10:12,پ پ نه پر سندن شھادت تي ڪو ڪيڏارو ئي لکجي ھا پر ائين نہ ٿي سگھيو سنڌئ شاعري  ,,
6/28/2021 9:56,سنڌي  مزاحمتي شاعري  ذولفقار  بينظير ڀٽو جو ذڪر گھٽ ڇو آھي؟ ,,
6/27/2021 20:02,سڙو سڙو ,,
6/27/2021 15:42,وڏي افسوس سان چوڻو ٿو پوي ته اسان کي جيئري قدر ڪونهي، ,,
6/27/2021 11:41,ايموجيز مليا  ,,
6/27/2021 11:33,سائنڻ ايڏي سھڻي مھندي نالا، انعام  ڇا مليو  ,,
6/27/2021 11:01,سٺو سٺو ,,
6/27/2021 10:59,گرائونڊ  تماشائي گھڙي ايندا آھن ائين اوھان بہ لھي پئو ,,
6/27/2021 10:56,جسٽس فار سنڌ نہ ٿي، ڄڻ مائي مختاران ٿي. ,,
6/27/2021 10:56,ھاھاھا  ائين لکبو آ ,,
6/27/2021 10:54,بازيگر جي بازي  آ ,,
6/27/2021 10:42,هي دور عجيب دور آهي، سنڌ جي سياسي اسٽيج تي هن وقت فقط ڊراما آهن، جيڏانهن به اک کڻي نهاربو ته هر هنڌ شطرنج جون ڳوٽون… ,,
6/27/2021 10:36,اخبار کان ھر ڪم وٺي سگھجي ٿو ,,
6/27/2021 10:32,ردي جو ٽوڪري  نہ اڇلايو کائڻ وقت هيٺ وڇائي ماني نہ کاٸو شراب جو شیشی کي اخبار  ويڙهي نہ وٺو انبن جي پي… ,,
6/26/2021 20:06,جيو صاحب السمو رياض سهيل ,,
6/26/2021 19:29,اٺ جيڏي اوجھري ,,
6/26/2021 18:24,مان بہ اھو ئي چيو ,,
6/26/2021 18:07,نشي  ماڻھو ٺيڪ ڪيئن ڳالھائيندو  ,,
6/26/2021 18:04,صحيح کہتے ہیں موسیقی روح کی غذا ہے ,,
6/26/2021 17:34,ڪنھن جي بہ مڌ جو مزو خراب نہ ڪو نشي  چئي سڀ ڪجھ سھي يا خراب آھي ان سان متفق ٿجي. ,,
6/26/2021 13:01,اُھا ئي ڪُمي آهي ڇا جيڪا ڪجھ ڏينهن اڳ   موٽروي تي ريسڪيو ٿي هئي؟ ,,
6/26/2021 11:10,ھاڻي اندازو لڳائجي  غلط يا ابتو لڳي  ڪاوڙجي وڃو تہ فائدو ,,
6/26/2021 11:07,ھاڻي گول ڇا ھو اھو ٻڌايو  ,,
6/26/2021 11:07,ائين آھي، اختلاف راءِ گناھ آھي. ,,
6/26/2021 1:48,پر آخر  ڳالھ اھا تہ ڪاوش گروپ ھڪ ادارو آھي، اھي پنھنجي ڀلي بري جو فيصلو پاڻ اسان تنقيد ڪ…  ,,
6/25/2021 17:51,سو ھر ڪنھن جو موقف ڪجھ الڳ مونکي لڳي ٿو سنڌين ڪي ٽي اين مان اھڙي توقع نه ڪئي ھئي ان لاءِ اھو رد عمل آيو آھي. ,,
6/25/2021 17:48,ضرور اھو فيصلو ڪرڻ کان اڳ اداري جي ذھن ري ايڪشن جو خيال تہ ھوندو. ,,
6/25/2021 15:47,مان ناھيان  ,,
6/25/2021 15:47,سائين ڏسو ھڪ شيون روايتي ناھن جيئن ميان مٺو جو مثال يا سڀاڻ ڪير الڳ صوبي جو اشتھار ھلائي، ٻي پاسي بلڊر… ,,
6/25/2021 15:30,اڇا منھنجي ذھن  اھڙي ڳالھ ناھي. اوھان چئو ٿا تہ ائين ئي ھوندو  اھو بہ مڃڻ گھرجي تہ اھڙن اشوز تي سنڌي… ,,
6/25/2021 15:28,غلط نہ پئي چئي ,,
6/25/2021 15:23,بلڪل اھا شو جي ٽيڪٽ ھئي پر اسان کي ميڊيا جي ماڊل جي خبر آھي، ھي اشھتار تہ بليڪ  سيل ٿيو ھوندو،… ,,
6/25/2021 15:18,سر مسئلو اھو آھي جو ھڪ ڪارڪن کي پوري سوشل ميڊيا سڃاڻيندي جنھن کي جلسن م اسٽيج تائين پھچ ان د… ,,
6/25/2021 15:07,ٺيڪ چئين ٿين ,,
6/25/2021 15:07,جيڪڏھن ڪي ٽي اين بحريا مخالف اشتھار نہ ھلائي، پوءِ ڏوھاري لکبي. باقي ھنن کي ڪاروبار ھلائڻو آھي، اشتھار بحريا ڏي، پ… ,,
6/25/2021 15:06,ڪي ٽي اين  بحريا ٽائون ,,
6/25/2021 13:55,ھاھا اوھان سان تہ ظلم ٿيو. اصل  اسان جو دماغ پروڊيڪٽوو ناھي رھيو، ھر ڳالھ  سازشون ڳولي ٿو ,,
6/25/2021 13:50,خير آ پيارا ,,
6/25/2021 13:46,ھاھاھاھاھاھاھا  ,,
6/25/2021 13:45,افسوس ئي ڪري سگھجي ٿو ,,
6/25/2021 13:33,بلڪل، منھنجو يا اوھان جو خيال الڳ ٿي سگھي ٿو، پر سنڌين ھميشہ ھڪ ڳالھ دليل طور رکي آھي تہ… ,,
6/25/2021 13:25,اڇا ,,
6/25/2021 13:25,مفت پري اسان کي تہ پنھنجي محنت ڪري ٺاھڻي بہ پوندي آھي ,,
6/25/2021 13:21,سائين ھن قسم جا بيان اوھان جي پارٽي پاليسي آھن؟ اگر نہ تہ پوءِ ايڏا ايڪٽوو دوست ڇڙواڳ ڇو آھن؟. ,,
6/25/2021 13:18,ڪجھ شين کي متضاد نہ بڻائجي تہ بھتر ڪرڪيٽ ذريعي ھوئين سنڌ فتح نٿي ڪري سگھجي پر اوھان جي تنظيمن سياست ذريعي جيڪا… ,,
6/25/2021 13:08,شاھنواز دہانی نے سرائيکی اور سندھی میں ٹوٸٹ کر کے کونسا گناھ کیا ہے؟اسکی ٹوٸٹ پر اعتراض کرنے والے اپنے چاچے کے لڑکے ڈرین س… ,,
6/25/2021 12:04,اھا زيادتي آ ,,
6/25/2021 11:58,مھرباني سر ,,
6/25/2021 11:57,ڀيڙ خميسا ڀيڙ ,,
6/25/2021 11:46,ھاھاھاھاھاھاھا  ,,
6/25/2021 11:41,اسان جي پارٽين  جيترا جھيڙا چيئرميني تي ٿيندا آھن، ان کان اڌ بہ وطن جي ڀلائي لاءِ ٿين تہ سنڌ خوشحال ٿي وڃي. ,,
6/25/2021 11:38,ڪڏھن ڪنھن ڏٺو آ تہ ڪيمسٽري جي ڊاڪٽر عرفانہ ملاح ڪيمسٽري جي ڪا عالمي خبر يا نيئن اپڊيٽ، نئون تجربو ٽوئيٽ يا فيس بڪ تي شيئر ڪئ… ,,
6/25/2021 11:36,سائیں بھوک تہذیب کے آداب بھلا دیتی ہے نا۔ ,,
6/24/2021 18:06,رحم رحم ,,
6/24/2021 18:04,ھاھاھاھاھاھاھا  ,,
6/24/2021 18:02,ھاھاھاھاھاھاھا  ,,
6/24/2021 17:41,ھاھا  ,,
6/24/2021 17:40,تون کان پھرين ننڍڙو سيم وٺي ويو  ,,
6/24/2021 17:39,اُٿييت ,,
6/24/2021 17:37,پھرين نيٽ فلڪس  ,,
6/24/2021 17:36,جي. صاحب  ,,
6/24/2021 17:34,هائو سويٽ چارو  ,,
6/24/2021 17:14,جوتو ھجي اٺ نمبر ,,
6/24/2021 17:13,ساگي پاليسي آ ڇا مرشد  ,,
6/24/2021 17:13,نقد شوق سي ,,
6/24/2021 17:12,نمبر ڊي ايم پليز ,,
6/24/2021 17:12,ھا پوءِ بہ ان جي وجود  مقام کي تسليم ڪجي ,,
6/24/2021 17:12,وجود سان اختلاف ڪنھن سان ٿورو اختلاف ٿي تہ ماڻھو ان جي وجود کي ناھن پسند مون چيو مونکي ھر ڳ… ,,
6/24/2021 17:10,ڪھڙو وجود؟ جيڪو اختلاف ڪري ٿو ,,
6/24/2021 17:10,ايزي لوڊ کپي تہ حاضر، باقي اٽينشن  واھ واھ واري سروس اسان مھيا ناھيون ڪندا. ,,
6/24/2021 17:08,بلڪل  ,,
6/24/2021 17:06,ھاھاھاھاھاھاھا  واھ جي ڪتن جي بيعزتي ڪئي اڄ. بي زبان پٽيندا توکي ,,
6/24/2021 17:05,اھيو بہ گھڻو چئي، ايترو لھن تہ ڪونہ ٿا  ,,
6/24/2021 17:03,يش ,,
6/24/2021 17:03,ٿوري ٿوري انٽنشن ڏيندو ڪرين ,,
6/24/2021 17:00,ٻيا ايپ فلحال بند آھن  ,,
